Material	PS	D	 Power	 Speed	Hatch 	LT	SS	GF	RD 
5.00	41.00	0.00	200.00	1200.00	0.13	0.03	0.07	64.94	97.30
5.00	41.00	0.00	250.00	1200.00	0.13	0.03	0.07	64.94	97.20
5.00	41.00	0.00	300.00	1200.00	0.13	0.03	0.07	64.94	97.60
5.00	41.00	0.00	350.00	1200.00	0.13	0.03	0.07	64.94	96.80
5.00	41.00	0.00	150.00	1200.00	0.13	0.03	0.07	64.94	94.50
5.00	41.00	0.00	200.00	1200.00	0.13	0.03	0.07	64.94	97.40
5.00	41.00	0.00	250.00	1200.00	0.13	0.03	0.07	64.94	97.30
5.00	41.00	0.00	300.00	1200.00	0.13	0.03	0.07	64.94	97.70
5.00	41.00	0.00	350.00	1200.00	0.13	0.03	0.07	64.94	96.90
5.00	41.00	0.00	250.00	1200.00	0.09	0.03	0.07	64.94	97.10
5.00	41.00	0.00	250.00	1200.00	0.11	0.03	0.07	64.94	98.40
5.00	41.00	0.00	250.00	1200.00	0.13	0.03	0.07	64.94	97.80
5.00	41.00	0.00	250.00	1200.00	0.15	0.03	0.07	64.94	98.60
5.00	41.00	0.00	250.00	1200.00	0.17	0.03	0.07	64.94	98.10
5.00	41.00	0.00	250.00	1200.00	0.09	0.03	0.07	64.94	97.50
5.00	41.00	0.00	250.00	1200.00	0.11	0.03	0.07	64.94	98.40
5.00	41.00	0.00	250.00	1200.00	0.13	0.03	0.07	64.94	98.30
5.00	41.00	0.00	250.00	1200.00	0.15	0.03	0.07	64.94	97.80
5.00	41.00	0.00	250.00	1200.00	0.17	0.03	0.07	64.94	97.90
5.00	41.00	0.00	250.00	100.00	0.13	0.03	0.07	64.94	92.90
5.00	41.00	0.00	250.00	200.00	0.13	0.03	0.07	64.94	93.00
5.00	41.00	0.00	250.00	300.00	0.13	0.03	0.07	64.94	93.70
5.00	41.00	0.00	250.00	400.00	0.13	0.03	0.07	64.94	93.30
5.00	41.00	0.00	250.00	600.00	0.13	0.03	0.07	64.94	93.30
5.00	41.00	0.00	250.00	800.00	0.13	0.03	0.07	64.94	97.30
5.00	41.00	0.00	250.00	1000.00	0.13	0.03	0.07	64.94	98.80
5.00	41.00	0.00	250.00	1200.00	0.13	0.03	0.07	64.94	98.20
5.00	41.00	0.00	250.00	1400.00	0.13	0.03	0.07	64.94	99.40
5.00	41.00	0.00	250.00	1600.00	0.13	0.03	0.07	64.94	99.10
5.00	41.00	0.00	250.00	1800.00	0.13	0.03	0.07	64.94	98.30
5.00	41.00	0.00	250.00	2000.00	0.13	0.03	0.07	64.94	97.80
5.00	41.00	0.00	250.00	2200.00	0.13	0.03	0.07	64.94	98.00
5.00	41.00	0.00	250.00	2400.00	0.13	0.03	0.07	64.94	96.50
5.00	41.00	0.00	250.00	2600.00	0.13	0.03	0.07	64.94	95.60
5.00	41.00	0.00	250.00	2800.00	0.13	0.03	0.07	64.94	93.70
5.00	41.00	0.00	250.00	3000.00	0.13	0.03	0.07	64.94	92.40
5.00	41.00	0.00	250.00	3200.00	0.13	0.03	0.07	64.94	91.00
5.00	41.00	0.00	250.00	3400.00	0.13	0.03	0.07	64.94	88.20
5.00	41.00	0.00	250.00	3600.00	0.13	0.03	0.07	64.94	89.80
5.00	41.00	0.00	250.00	4200.00	0.13	0.03	0.07	64.94	87.80
5.00	41.00	0.00	250.00	5000.00	0.13	0.03	0.07	64.94	84.80
5.00	41.00	0.00	250.00	10000.00	0.13	0.03	0.07	64.94	76.80
5.00	41.00	0.00	250.00	400.00	0.13	0.06	0.07	64.94	94.50
5.00	41.00	0.00	250.00	500.00	0.13	0.06	0.07	64.94	95.20
5.00	41.00	0.00	250.00	600.00	0.13	0.06	0.07	64.94	96.70
5.00	41.00	0.00	250.00	700.00	0.13	0.06	0.07	64.94	95.80
5.00	41.00	0.00	250.00	800.00	0.13	0.06	0.07	64.94	98.10
5.00	41.00	0.00	250.00	900.00	0.13	0.06	0.07	64.94	99.20
5.00	41.00	0.00	250.00	1000.00	0.13	0.06	0.07	64.94	99.30
5.00	41.00	0.00	250.00	1100.00	0.13	0.06	0.07	64.94	99.50
5.00	41.00	0.00	250.00	1200.00	0.13	0.06	0.07	64.94	99.50
5.00	41.00	0.00	250.00	1400.00	0.13	0.06	0.07	64.94	98.50
5.00	41.00	0.00	250.00	1600.00	0.13	0.06	0.07	64.94	96.90
5.00	41.00	0.00	250.00	1800.00	0.13	0.06	0.07	64.94	94.50
5.00	41.00	0.00	250.00	250.00	0.13	0.09	0.07	64.94	94.60
5.00	41.00	0.00	250.00	325.00	0.13	0.09	0.07	64.94	95.40
5.00	41.00	0.00	250.00	400.00	0.13	0.09	0.07	64.94	95.70
5.00	41.00	0.00	250.00	475.00	0.13	0.09	0.07	64.94	96.90
5.00	41.00	0.00	250.00	550.00	0.13	0.09	0.07	64.94	97.30
5.00	41.00	0.00	250.00	800.00	0.13	0.09	0.07	64.94	98.30
5.00	41.00	0.00	250.00	1000.00	0.13	0.09	0.07	64.94	98.10
5.00	41.00	0.00	250.00	1400.00	0.13	0.09	0.07	64.94	93.50
5.00	41.00	0.00	250.00	1600.00	0.13	0.09	0.07	64.94	92.80
5.00	41.00	0.00	250.00	1800.00	0.13	0.09	0.07	64.94	86.10
5.00	25.68	0.00	140.00	300.00	0.05	0.03	0.07	74.96	91.84
5.00	25.68	0.00	140.00	400.00	0.05	0.03	0.07	74.96	94.52
5.00	25.68	0.00	140.00	500.00	0.05	0.03	0.07	74.96	95.10
5.00	25.68	0.00	140.00	600.00	0.05	0.03	0.07	74.96	96.55
5.00	25.68	0.00	140.00	700.00	0.05	0.03	0.07	74.96	98.26
5.00	25.68	0.00	140.00	800.00	0.05	0.03	0.07	74.96	99.58
5.00	25.68	0.00	140.00	900.00	0.05	0.03	0.07	74.96	97.70
5.00	25.68	0.00	140.00	1000.00	0.05	0.03	0.07	74.96	96.95
5.00	25.68	0.00	140.00	1100.00	0.05	0.03	0.07	74.96	95.59
5.00	25.68	0.00	140.00	1200.00	0.05	0.03	0.07	74.96	94.41
5.00	25.68	0.00	140.00	1300.00	0.05	0.03	0.07	74.96	93.56
5.00	25.68	0.00	140.00	1400.00	0.05	0.03	0.07	74.96	91.53
5.00	25.68	0.00	140.00	1500.00	0.05	0.03	0.07	74.96	90.43
5.00	25.68	0.00	140.00	1600.00	0.05	0.03	0.07	74.96	89.50
5.00	25.68	0.00	140.00	1700.00	0.05	0.03	0.07	74.96	88.24
5.00	25.68	0.00	150.00	300.00	0.05	0.03	0.07	74.96	90.48
5.00	25.68	0.00	150.00	400.00	0.05	0.03	0.07	74.96	93.43
5.00	25.68	0.00	150.00	500.00	0.05	0.03	0.07	74.96	94.81
5.00	25.68	0.00	150.00	600.00	0.05	0.03	0.07	74.96	95.99
5.00	25.68	0.00	150.00	700.00	0.05	0.03	0.07	74.96	97.94
5.00	25.68	0.00	150.00	800.00	0.05	0.03	0.07	74.96	98.87
5.00	25.68	0.00	150.00	900.00	0.05	0.03	0.07	74.96	99.23
5.00	25.68	0.00	150.00	1000.00	0.05	0.03	0.07	74.96	97.52
5.00	25.68	0.00	150.00	1100.00	0.05	0.03	0.07	74.96	96.05
5.00	25.68	0.00	150.00	1200.00	0.05	0.03	0.07	74.96	95.64
5.00	25.68	0.00	150.00	1300.00	0.05	0.03	0.07	74.96	94.22
5.00	25.68	0.00	150.00	1400.00	0.05	0.03	0.07	74.96	93.16
5.00	25.68	0.00	150.00	1500.00	0.05	0.03	0.07	74.96	91.07
5.00	25.68	0.00	150.00	1600.00	0.05	0.03	0.07	74.96	90.29
5.00	25.68	0.00	150.00	1700.00	0.05	0.03	0.07	74.96	89.97
5.00	25.68	0.00	160.00	300.00	0.05	0.03	0.07	74.96	90.11
5.00	25.68	0.00	160.00	400.00	0.05	0.03	0.07	74.96	92.68
5.00	25.68	0.00	160.00	500.00	0.05	0.03	0.07	74.96	94.31
5.00	25.68	0.00	160.00	600.00	0.05	0.03	0.07	74.96	95.65
5.00	25.68	0.00	160.00	700.00	0.05	0.03	0.07	74.96	97.43
5.00	25.68	0.00	160.00	800.00	0.05	0.03	0.07	74.96	98.27
5.00	25.68	0.00	160.00	900.00	0.05	0.03	0.07	74.96	98.58
5.00	25.68	0.00	160.00	1000.00	0.05	0.03	0.07	74.96	98.83
5.00	25.68	0.00	160.00	1100.00	0.05	0.03	0.07	74.96	97.30
5.00	25.68	0.00	160.00	1200.00	0.05	0.03	0.07	74.96	96.25
5.00	25.68	0.00	160.00	1300.00	0.05	0.03	0.07	74.96	95.05
5.00	25.68	0.00	160.00	1400.00	0.05	0.03	0.07	74.96	94.33
5.00	25.68	0.00	160.00	1500.00	0.05	0.03	0.07	74.96	93.45
5.00	25.68	0.00	160.00	1600.00	0.05	0.03	0.07	74.96	91.66
5.00	25.68	0.00	160.00	1700.00	0.05	0.03	0.07	74.96	90.58
5.00	25.68	0.00	170.00	300.00	0.05	0.03	0.07	74.96	86.34
5.00	25.68	0.00	170.00	400.00	0.05	0.03	0.07	74.96	92.22
5.00	25.68	0.00	170.00	500.00	0.05	0.03	0.07	74.96	93.87
5.00	25.68	0.00	170.00	600.00	0.05	0.03	0.07	74.96	95.38
5.00	25.68	0.00	170.00	700.00	0.05	0.03	0.07	74.96	96.34
5.00	25.68	0.00	170.00	800.00	0.05	0.03	0.07	74.96	97.44
5.00	25.68	0.00	170.00	900.00	0.05	0.03	0.07	74.96	98.88
5.00	25.68	0.00	170.00	1000.00	0.05	0.03	0.07	74.96	99.39
5.00	25.68	0.00	170.00	1100.00	0.05	0.03	0.07	74.96	98.02
5.00	25.68	0.00	170.00	1200.00	0.05	0.03	0.07	74.96	97.08
5.00	25.68	0.00	170.00	1300.00	0.05	0.03	0.07	74.96	96.47
5.00	25.68	0.00	170.00	1400.00	0.05	0.03	0.07	74.96	95.21
5.00	25.68	0.00	170.00	1500.00	0.05	0.03	0.07	74.96	94.25
5.00	25.68	0.00	170.00	1600.00	0.05	0.03	0.07	74.96	93.40
5.00	25.68	0.00	170.00	1700.00	0.05	0.03	0.07	74.96	91.47
5.00	25.68	0.00	180.00	300.00	0.05	0.03	0.07	74.96	85.48
5.00	25.68	0.00	180.00	400.00	0.05	0.03	0.07	74.96	91.63
5.00	25.68	0.00	180.00	500.00	0.05	0.03	0.07	74.96	93.13
5.00	25.68	0.00	180.00	600.00	0.05	0.03	0.07	74.96	95.11
5.00	25.68	0.00	180.00	700.00	0.05	0.03	0.07	74.96	96.10
5.00	25.68	0.00	180.00	800.00	0.05	0.03	0.07	74.96	97.12
5.00	25.68	0.00	180.00	900.00	0.05	0.03	0.07	74.96	98.26
5.00	25.68	0.00	180.00	1000.00	0.05	0.03	0.07	74.96	99.82
5.00	25.68	0.00	180.00	1100.00	0.05	0.03	0.07	74.96	98.56
5.00	25.68	0.00	180.00	1200.00	0.05	0.03	0.07	74.96	97.48
5.00	25.68	0.00	180.00	1300.00	0.05	0.03	0.07	74.96	96.95
5.00	25.68	0.00	180.00	1400.00	0.05	0.03	0.07	74.96	96.66
5.00	25.68	0.00	180.00	1500.00	0.05	0.03	0.07	74.96	95.22
5.00	25.68	0.00	180.00	1600.00	0.05	0.03	0.07	74.96	94.42
5.00	25.68	0.00	180.00	1700.00	0.05	0.03	0.07	74.96	92.73
5.00	31.43	0.00	370.00	1573.00	0.16	0.03	0.07	12.00	99.84
5.00	31.43	0.00	370.00	1511.00	0.16	0.03	0.07	12.00	99.91
5.00	31.43	0.00	370.00	1454.00	0.16	0.03	0.07	12.00	99.92
5.00	31.43	0.00	370.00	1402.00	0.16	0.03	0.07	12.00	99.85
5.00	31.43	0.00	370.00	1352.00	0.16	0.03	0.07	12.00	99.81
5.00	31.43	0.00	370.00	1306.00	0.16	0.03	0.07	12.00	99.73
5.00	31.43	0.00	370.00	1398.00	0.18	0.03	0.07	12.00	99.82
5.00	31.43	0.00	370.00	1344.00	0.18	0.03	0.07	12.00	99.91
5.00	31.43	0.00	370.00	1293.00	0.18	0.03	0.07	12.00	99.89
5.00	31.43	0.00	370.00	1246.00	0.18	0.03	0.07	12.00	99.84
5.00	31.43	0.00	370.00	1202.00	0.18	0.03	0.07	12.00	99.82
5.00	31.43	0.00	370.00	1161.00	0.18	0.03	0.07	12.00	99.74
5.00	35.00	0.00	125.00	1675.00	0.05	0.03	0.15	27.00	83.90
5.00	35.00	0.00	125.00	1675.00	0.10	0.03	0.15	27.00	75.30
5.00	35.00	0.00	125.00	1025.00	0.10	0.03	0.15	27.00	90.60
5.00	35.00	0.00	150.00	1350.00	0.12	0.03	0.15	27.00	89.20
5.00	35.00	0.00	125.00	1675.00	0.10	0.03	0.15	27.00	70.10
5.00	35.00	0.00	150.00	700.00	0.08	0.03	0.15	27.00	89.60
5.00	35.00	0.00	150.00	1350.00	0.08	0.03	0.15	27.00	90.10
5.00	35.00	0.00	125.00	1675.00	0.05	0.03	0.15	27.00	84.60
5.00	35.00	0.00	175.00	1025.00	0.10	0.03	0.15	27.00	98.30
5.00	35.00	0.00	175.00	1675.00	0.10	0.03	0.15	27.00	94.50
5.00	35.00	0.00	125.00	1025.00	0.05	0.03	0.15	27.00	88.20
5.00	35.00	0.00	150.00	1350.00	0.03	0.03	0.15	27.00	89.50
5.00	35.00	0.00	125.00	1025.00	0.05	0.03	0.15	27.00	85.90
5.00	35.00	0.00	150.00	1350.00	0.08	0.03	0.15	27.00	92.50
5.00	35.00	0.00	100.00	1350.00	0.08	0.03	0.15	27.00	79.50
5.00	35.00	0.00	150.00	1350.00	0.08	0.03	0.15	27.00	89.90
5.00	35.00	0.00	175.00	1025.00	0.05	0.03	0.15	27.00	96.50
5.00	35.00	0.00	125.00	1025.00	0.10	0.03	0.15	27.00	90.70
5.00	35.00	0.00	175.00	1675.00	0.05	0.03	0.15	27.00	93.60
5.00	35.00	0.00	175.00	1675.00	0.10	0.03	0.15	27.00	86.90
5.00	35.00	0.00	200.00	1350.00	0.08	0.03	0.15	27.00	99.20
5.00	35.00	0.00	150.00	2000.00	0.08	0.03	0.15	27.00	82.00
5.00	35.00	0.00	175.00	1675.00	0.05	0.03	0.15	27.00	93.20
5.00	35.00	0.00	150.00	1350.00	0.08	0.03	0.15	27.00	94.50
5.00	35.00	0.00	150.00	1350.00	0.08	0.03	0.15	27.00	92.70
5.00	35.00	0.00	175.00	1025.00	0.10	0.03	0.15	27.00	99.20
5.00	35.00	0.00	175.00	1025.00	0.05	0.03	0.15	27.00	97.60
5.00	47.50	0.00	150.00	1000.00	0.05	0.05	0.12	30.00	97.33
5.00	47.50	0.00	150.00	1000.00	0.05	0.05	0.12	30.00	96.81
5.00	47.50	0.00	150.00	1000.00	0.05	0.05	0.12	30.00	96.18
5.00	41.50	0.00	370.00	1700.00	0.11	0.03	0.12	30.00	99.55
5.00	41.50	0.00	370.00	1700.00	0.12	0.03	0.12	30.00	99.26
5.00	41.50	0.00	370.00	1700.00	0.13	0.03	0.12	30.00	99.38
5.00	41.50	0.00	370.00	1600.00	0.11	0.03	0.12	30.00	99.32
5.00	41.50	0.00	370.00	1600.00	0.12	0.03	0.12	30.00	99.40
5.00	41.50	0.00	370.00	1600.00	0.13	0.03	0.12	30.00	99.29
5.00	41.50	0.00	370.00	1500.00	0.11	0.03	0.12	30.00	99.50
5.00	41.50	0.00	370.00	1500.00	0.12	0.03	0.12	30.00	99.40
5.00	41.50	0.00	370.00	1500.00	0.13	0.03	0.12	30.00	99.32
5.00	41.50	0.00	350.00	1700.00	0.11	0.03	0.12	30.00	99.44
5.00	41.50	0.00	350.00	1700.00	0.12	0.03	0.12	30.00	99.51
5.00	41.50	0.00	350.00	1700.00	0.13	0.03	0.12	30.00	99.39
5.00	41.50	0.00	350.00	1600.00	0.11	0.03	0.12	30.00	99.44
5.00	41.50	0.00	350.00	1600.00	0.12	0.03	0.12	30.00	99.55
5.00	41.50	0.00	350.00	1600.00	0.13	0.03	0.12	30.00	99.52
5.00	41.50	0.00	350.00	1500.00	0.11	0.03	0.12	30.00	99.53
5.00	41.50	0.00	350.00	1500.00	0.12	0.03	0.12	30.00	99.39
5.00	41.50	0.00	350.00	1500.00	0.13	0.03	0.12	30.00	99.49
5.00	41.50	0.00	330.00	1700.00	0.11	0.03	0.12	30.00	99.53
5.00	41.50	0.00	330.00	1700.00	0.12	0.03	0.12	30.00	99.45
5.00	41.50	0.00	330.00	1700.00	0.13	0.03	0.12	30.00	99.45
5.00	41.50	0.00	330.00	1600.00	0.11	0.03	0.12	30.00	99.39
5.00	41.50	0.00	330.00	1600.00	0.12	0.03	0.12	30.00	99.50
5.00	41.50	0.00	330.00	1600.00	0.13	0.03	0.12	30.00	99.47
5.00	41.50	0.00	330.00	1500.00	0.11	0.03	0.12	30.00	99.41
5.00	41.50	0.00	330.00	1500.00	0.12	0.03	0.12	30.00	99.53
5.00	41.50	0.00	330.00	1500.00	0.13	0.03	0.12	30.00	99.50
5.00	38.50	0.00	320.00	900.00	0.08	0.03	0.08	27.00	98.17
5.00	38.50	0.00	360.00	900.00	0.09	0.03	0.08	27.00	97.36
5.00	38.50	0.00	320.00	750.00	0.09	0.03	0.08	27.00	97.74
5.00	38.50	0.00	320.00	900.00	0.08	0.03	0.08	27.00	97.84
5.00	38.50	0.00	400.00	900.00	0.09	0.03	0.08	27.00	97.95
5.00	38.50	0.00	360.00	900.00	0.08	0.03	0.08	27.00	97.99
5.00	38.50	0.00	360.00	750.00	0.10	0.03	0.08	27.00	97.32
5.00	38.50	0.00	320.00	750.00	0.09	0.03	0.08	27.00	97.36
5.00	38.50	0.00	320.00	900.00	0.07	0.03	0.08	27.00	98.14
5.00	38.50	0.00	400.00	900.00	0.09	0.03	0.08	27.00	96.51
5.00	38.50	0.00	400.00	750.00	0.10	0.03	0.08	27.00	97.21
5.00	38.50	0.00	360.00	900.00	0.08	0.03	0.08	27.00	97.95
5.00	38.50	0.00	320.00	600.00	0.10	0.03	0.08	27.00	97.39
5.00	38.50	0.00	360.00	750.00	0.09	0.03	0.08	27.00	98.17
5.00	38.50	0.00	320.00	750.00	0.08	0.03	0.08	27.00	97.78
5.00	38.50	0.00	360.00	600.00	0.11	0.03	0.08	27.00	96.88
5.00	38.50	0.00	400.00	900.00	0.08	0.03	0.08	27.00	97.58
5.00	38.50	0.00	400.00	750.00	0.10	0.03	0.08	27.00	97.63
5.00	38.50	0.00	320.00	600.00	0.10	0.03	0.08	27.00	98.01
5.00	38.50	0.00	360.00	750.00	0.08	0.03	0.08	27.00	97.35
5.00	38.50	0.00	400.00	600.00	0.12	0.03	0.08	27.00	95.58
5.00	38.50	0.00	360.00	600.00	0.10	0.03	0.08	27.00	97.90
5.00	38.50	0.00	400.00	750.00	0.09	0.03	0.08	27.00	96.94
5.00	38.50	0.00	320.00	600.00	0.09	0.03	0.08	27.00	98.02
5.00	38.50	0.00	400.00	600.00	0.11	0.03	0.08	27.00	97.91
5.00	38.50	0.00	360.00	600.00	0.10	0.03	0.08	27.00	97.25
5.00	38.50	0.00	400.00	600.00	0.10	0.03	0.08	27.00	98.12
5.00	34.00	0.00	260.00	1400.00	0.08	0.03	0.08	6.00	98.92
5.00	34.00	0.00	300.00	1400.00	0.08	0.03	0.08	6.00	99.43
5.00	34.00	0.00	340.00	1400.00	0.08	0.03	0.08	6.00	99.60
5.00	34.00	0.00	260.00	1400.00	0.08	0.03	0.08	6.00	99.64
5.00	34.00	0.00	300.00	1400.00	0.08	0.03	0.08	6.00	99.78
5.00	34.00	0.00	340.00	1400.00	0.08	0.03	0.08	6.00	99.94
5.00	28.00	0.00	200.00	800.00	0.10	0.02	0.08	9.00	94.38
5.00	28.00	0.00	200.00	1000.00	0.15	0.04	0.08	9.00	95.13
5.00	28.00	0.00	200.00	1200.00	0.20	0.06	0.08	9.00	92.51
5.00	28.00	0.00	250.00	800.00	0.15	0.06	0.08	9.00	95.88
5.00	28.00	0.00	250.00	1000.00	0.20	0.02	0.08	9.00	98.13
5.00	28.00	0.00	250.00	1200.00	0.10	0.04	0.08	9.00	97.38
5.00	28.00	0.00	300.00	800.00	0.20	0.04	0.08	9.00	97.00
5.00	28.00	0.00	300.00	1000.00	0.10	0.06	0.08	9.00	96.63
5.00	28.00	0.00	300.00	1200.00	0.15	0.02	0.08	9.00	97.75
6.00	39.80	0.00	200.00	200.00	0.12	0.05	0.08	5.00	99.04
6.00	39.80	0.00	200.00	270.00	0.09	0.05	0.08	5.00	94.60
6.00	39.80	0.00	200.00	480.00	0.09	0.03	0.08	5.00	96.70
6.00	39.80	0.00	200.00	340.00	0.12	0.03	0.08	5.00	99.31
6.00	39.80	0.00	200.00	300.00	0.08	0.05	0.08	5.00	97.90
6.00	29.50	0.00	250.00	1302.00	0.12	0.03	0.07	25.00	97.36
6.00	29.50	0.00	275.00	1432.00	0.12	0.03	0.07	25.00	96.58
6.00	29.50	0.00	300.00	1563.00	0.12	0.03	0.07	25.00	96.07
6.00	29.50	0.00	325.00	1693.00	0.12	0.03	0.07	25.00	95.72
6.00	29.50	0.00	350.00	1823.00	0.12	0.03	0.07	25.00	89.72
6.00	29.50	0.00	250.00	1042.00	0.12	0.03	0.07	25.00	99.15
6.00	29.50	0.00	275.00	1146.00	0.12	0.03	0.07	25.00	99.08
6.00	29.50	0.00	300.00	1250.00	0.12	0.03	0.07	25.00	96.68
6.00	29.50	0.00	325.00	1354.00	0.12	0.03	0.07	25.00	98.90
6.00	29.50	0.00	350.00	1458.00	0.12	0.03	0.07	25.00	96.31
6.00	29.50	0.00	250.00	868.00	0.12	0.03	0.07	25.00	98.90
6.00	29.50	0.00	275.00	955.00	0.12	0.03	0.07	25.00	99.57
6.00	29.50	0.00	300.00	1042.00	0.12	0.03	0.07	25.00	99.81
6.00	29.50	0.00	325.00	1128.00	0.12	0.03	0.07	25.00	99.32
6.00	29.50	0.00	350.00	1215.00	0.12	0.03	0.07	25.00	98.42
6.00	29.50	0.00	250.00	744.00	0.12	0.03	0.07	25.00	99.54
6.00	29.50	0.00	275.00	818.00	0.12	0.03	0.07	25.00	99.97
6.00	29.50	0.00	300.00	893.00	0.12	0.03	0.07	25.00	99.80
6.00	29.50	0.00	325.00	967.00	0.12	0.03	0.07	25.00	99.72
6.00	29.50	0.00	350.00	1042.00	0.12	0.03	0.07	25.00	99.13
6.00	29.50	0.00	250.00	651.00	0.12	0.03	0.07	25.00	99.95
6.00	29.50	0.00	275.00	716.00	0.12	0.03	0.07	25.00	99.93
6.00	29.50	0.00	300.00	781.00	0.12	0.03	0.07	25.00	99.88
6.00	29.50	0.00	325.00	846.00	0.12	0.03	0.07	25.00	99.62
6.00	29.50	0.00	350.00	911.00	0.12	0.03	0.07	25.00	99.74
6.00	34.00	0.00	160.00	650.00	0.10	0.03	0.05	20.00	99.47
6.00	34.00	0.00	170.00	784.00	0.10	0.03	0.05	20.00	99.14
6.00	34.00	0.00	170.00	700.00	0.10	0.03	0.05	20.00	99.08
6.00	34.00	0.00	170.00	700.00	0.10	0.03	0.05	20.00	99.46
6.00	34.00	0.00	170.00	700.00	0.10	0.03	0.05	20.00	99.08
6.00	34.00	0.00	170.00	700.00	0.10	0.03	0.05	20.00	99.55
6.00	34.00	0.00	160.00	750.00	0.09	0.03	0.05	20.00	99.98
6.00	34.00	0.00	180.00	750.00	0.09	0.03	0.05	20.00	99.99
6.00	34.00	0.00	180.00	650.00	0.10	0.03	0.05	20.00	98.56
6.00	34.00	0.00	186.82	700.00	0.10	0.03	0.05	20.00	99.48
6.00	34.00	0.00	170.00	700.00	0.09	0.03	0.05	20.00	99.64
6.00	34.00	0.00	170.00	616.00	0.10	0.03	0.05	20.00	98.70
6.00	34.00	0.00	170.00	700.00	0.10	0.03	0.05	20.00	99.02
6.00	34.00	0.00	180.00	650.00	0.09	0.03	0.05	20.00	99.10
6.00	34.00	0.00	160.00	750.00	0.10	0.03	0.05	20.00	99.89
6.00	34.00	0.00	153.18	700.00	0.10	0.03	0.05	20.00	99.99
6.00	34.00	0.00	180.00	750.00	0.10	0.03	0.05	20.00	97.89
6.00	34.00	0.00	160.00	650.00	0.09	0.03	0.05	20.00	98.18
6.00	34.00	0.00	170.00	700.00	0.10	0.03	0.05	20.00	98.91
6.00	34.00	0.00	170.00	700.00	0.10	0.03	0.05	20.00	99.25
6.00	34.00	0.00	80.00	200.00	0.11	0.03	0.11	22.00	95.27
6.00	34.00	0.00	100.00	300.00	0.11	0.03	0.11	22.00	91.59
6.00	34.00	0.00	120.00	300.00	0.11	0.03	0.11	22.00	93.69
6.00	34.00	0.00	120.00	400.00	0.11	0.03	0.11	22.00	96.68
6.00	34.00	0.00	140.00	400.00	0.11	0.03	0.11	22.00	96.21
6.00	34.00	0.00	140.00	500.00	0.11	0.03	0.11	22.00	96.56
6.00	34.00	0.00	160.00	400.00	0.11	0.03	0.11	22.00	95.90
6.00	34.00	0.00	160.00	500.00	0.11	0.03	0.11	22.00	96.68
6.00	34.00	0.00	180.00	400.00	0.11	0.03	0.11	22.00	96.60
6.00	34.00	0.00	180.00	500.00	0.11	0.03	0.11	22.00	98.45
6.00	34.00	0.00	180.00	600.00	0.11	0.03	0.11	22.00	99.61
6.00	34.00	0.00	80.00	200.00	0.11	0.05	0.11	22.00	89.19
6.00	34.00	0.00	100.00	300.00	0.11	0.05	0.11	22.00	89.93
6.00	34.00	0.00	120.00	300.00	0.11	0.05	0.11	22.00	88.39
6.00	34.00	0.00	120.00	400.00	0.11	0.05	0.11	22.00	90.88
6.00	34.00	0.00	140.00	400.00	0.11	0.05	0.11	22.00	90.59
6.00	34.00	0.00	140.00	500.00	0.11	0.05	0.11	22.00	96.93
6.00	34.00	0.00	160.00	400.00	0.11	0.05	0.11	22.00	95.24
6.00	34.00	0.00	160.00	500.00	0.11	0.05	0.11	22.00	95.31
6.00	34.00	0.00	180.00	400.00	0.11	0.05	0.11	22.00	93.18
6.00	34.00	0.00	180.00	500.00	0.11	0.05	0.11	22.00	98.48
6.00	34.00	0.00	180.00	600.00	0.11	0.05	0.11	22.00	99.35
6.00	42.22	0.00	250.00	800.00	0.07	0.05	0.05	20.00	99.37
6.00	42.22	0.00	350.00	800.00	0.07	0.05	0.05	20.00	98.58
6.00	42.22	0.00	250.00	1200.00	0.07	0.05	0.05	20.00	98.63
6.00	42.22	0.00	350.00	1200.00	0.07	0.05	0.05	20.00	98.68
6.00	42.22	0.00	250.00	800.00	0.13	0.05	0.05	20.00	98.26
6.00	42.22	0.00	350.00	800.00	0.13	0.05	0.05	20.00	98.79
6.00	42.22	0.00	250.00	1200.00	0.13	0.05	0.05	20.00	96.90
6.00	42.22	0.00	350.00	1200.00	0.13	0.05	0.05	20.00	98.20
6.00	42.22	0.00	215.91	1000.00	0.10	0.05	0.05	20.00	98.20
6.00	42.22	0.00	384.09	1000.00	0.10	0.05	0.05	20.00	98.83
6.00	42.22	0.00	300.00	663.64	0.10	0.05	0.05	20.00	99.21
6.00	42.22	0.00	300.00	1336.36	0.10	0.05	0.05	20.00	98.25
6.00	42.22	0.00	300.00	1000.00	0.05	0.05	0.05	20.00	99.09
6.00	42.22	0.00	300.00	1000.00	0.15	0.05	0.05	20.00	97.81
6.00	42.22	0.00	300.00	1000.00	0.10	0.05	0.05	20.00	99.22
6.00	42.22	0.00	300.00	1000.00	0.10	0.05	0.05	20.00	99.14
6.00	42.22	0.00	300.00	1000.00	0.10	0.05	0.05	20.00	99.26
6.00	42.22	0.00	300.00	1000.00	0.10	0.05	0.05	20.00	99.26
6.00	42.22	0.00	300.00	1000.00	0.10	0.05	0.05	20.00	99.33
6.00	42.22	0.00	300.00	1000.00	0.10	0.05	0.05	20.00	99.28
6.00	44.50	0.00	250.00	520.00	0.12	0.05	0.07	14.99	99.91
6.00	44.50	0.00	250.00	620.00	0.12	0.05	0.07	14.99	99.89
