Material	Power	Speed 	Hatch 	Thickness	Spot	Energy	D50	Atmosphere	Geometry	 Strategy	RD
1	219	160	1200	0.07	0.03	0.075	23.60	2	3	4	94.34
1	7	100	120	0.111	0.05	0.2	40.80	1	1	6	94.30
1	199	160	1000	0.07	0.04	0.075	23.60	2	3	4	94.29
1	195	150	600	0.1	0.03	0.07	17.00	7	1	7	94.26
1	236	200	2200	0.12	0.03	0.07	35.50	1	2	1	94.23
1	79	70	1200	0.06	0.02	0.055	30.00	2	2	3	94.07
1	317	120	1400	0.050	0.04	0.05	26	1	1	5	93.98
1	319	120	1700	0.050	0.03	0.05	26	1	1	5	93.98
1	4	100	175	0.114	0.05	0.2	40.80	1	1	6	93.90
1	3	100	250	0.114	0.05	0.2	40.80	1	1	6	93.80
1	10	100	239	0.12	0.05	0.2	40.80	1	1	6	93.80
1	354	200	1100	0.08	0.06	0.1	27.82	1	1	2	93.80
1	77	70	1200	0.06	0.02	0.055	30.00	2	2	3	93.73
1	212	120	1000	0.06	0.03	0.075	23.60	2	3	4	93.57
1	247	275	3000	0.12	0.03	0.07	35.50	1	2	1	93.52
1	138	140	800	0.08	0.02	0.05	31.13	7	3	7	93.39
1	198	140	1200	0.06	0.03	0.075	23.60	2	3	4	93.33
1	20	150	200	0.09	0.05	0.035	30.00	1	2	7	93.30
1	188	150	400	0.06	0.03	0.07	17.00	7	1	7	93.16
1	187	150	800	0.08	0.03	0.07	17.00	7	1	7	93.13
1	200	140	1000	0.06	0.04	0.075	23.60	2	3	4	92.86
1	304	107	1400	0.050	0.03	0.05	26	1	1	5	92.73
1	320	120	1700	0.050	0.04	0.05	26	1	1	5	92.73
1	355	100	1100	0.08	0.03	0.1	27.82	1	1	2	92.70
1	9	100	239	0.12	0.05	0.2	40.80	1	1	6	92.40
1	131	150	800	0.09	0.02	0.05	31.13	7	3	7	92.08
1	213	140	1000	0.08	0.04	0.075	23.60	2	3	4	91.85
1	59	150	800	0.08	0.04	0.07	30.00	7	1	4	91.70
1	208	140	1200	0.08	0.03	0.075	23.60	2	3	4	91.52
1	47	100	400	0.15	0.03	0.09	38.00	1	1	4	91.20
1	220	120	1000	0.08	0.03	0.075	23.60	2	3	4	91.12
1	358	175	700	0.04	0.03	0.1	27.82	1	1	2	91.03
1	332	150	800	0.11	0.05	0.07	26.25	7	1	4	90.78
1	218	120	1200	0.07	0.03	0.075	23.60	2	3	4	90.70
1	357	150	500	0.04	0.03	0.1	27.82	1	1	2	90.48
1	148	150	700	0.08	0.03	0.05	31.13	7	3	7	90.41
1	146	150	700	0.08	0.03	0.05	31.13	7	3	7	90.36
1	237	200	2600	0.12	0.03	0.07	35.50	1	2	1	90.22
1	142	150	700	0.08	0.03	0.05	31.13	7	3	7	90.18
1	134	140	800	0.08	0.02	0.05	31.13	7	3	7	90.17
1	209	120	1000	0.07	0.04	0.075	23.60	2	3	4	89.61
1	111	160	700	0.08	0.02	0.05	31.13	7	3	7	89.59
1	179	150	700	0.1	0.03	0.07	17.00	7	1	7	89.50
1	126	150	800	0.07	0.02	0.05	31.13	7	3	7	89.49
1	164	100	250	0.08	0.03	0.07	17.00	7	1	7	89.31
1	216	140	1200	0.07	0.04	0.075	23.60	2	3	4	89.25
1	158	150	800	0.08	0.03	0.05	31.13	7	3	7	89.24
1	113	160	900	0.08	0.02	0.05	31.13	7	3	7	89.19
1	132	150	800	0.07	0.04	0.05	31.13	7	3	7	89.11
1	155	160	800	0.07	0.03	0.05	31.13	7	3	7	89.06
1	303	90	1400	0.050	0.04	0.05	26	1	1	5	88.97
1	170	120	700	0.08	0.03	0.07	17.00	7	1	7	88.74
1	154	140	800	0.07	0.03	0.05	31.13	7	3	7	88.49
1	130	150	800	0.07	0.02	0.05	31.13	7	3	7	88.29
1	110	140	700	0.08	0.02	0.05	31.13	7	3	7	87.92
1	174	150	1000	0.08	0.03	0.07	17.00	7	1	7	87.78
1	299	30	300	0.050	0.03	0.05	26	1	1	5	87.72
1	149	150	900	0.08	0.03	0.05	31.13	7	3	7	87.71
1	137	160	800	0.08	0.04	0.05	31.13	7	3	7	87.64
1	151	160	800	0.07	0.03	0.05	31.13	7	3	7	87.11
1	127	150	800	0.09	0.02	0.05	31.13	7	3	7	86.52
1	143	150	900	0.08	0.03	0.05	31.13	7	3	7	86.38
1	159	150	800	0.08	0.03	0.05	31.13	7	3	7	86.38
1	114	140	700	0.08	0.04	0.05	31.13	7	3	7	86.31
1	171	120	900	0.08	0.03	0.07	17.00	7	1	7	86.27
1	115	160	700	0.08	0.04	0.05	31.13	7	3	7	86.25
1	122	150	700	0.07	0.03	0.05	31.13	7	3	7	86.09
1	118	150	700	0.07	0.03	0.05	31.13	7	3	7	85.95
1	166	100	550	0.08	0.03	0.07	17.00	7	1	7	85.93
1	167	100	700	0.08	0.03	0.07	17.00	7	1	7	85.93
1	123	150	900	0.07	0.03	0.05	31.13	7	3	7	85.89
1	156	140	800	0.09	0.03	0.05	31.13	7	3	7	85.47
1	305	107	1400	0.050	0.04	0.05	26	1	1	5	85.21
1	163	150	800	0.08	0.03	0.05	31.13	7	3	7	85.10
											
											
											
											
											
											
											
